 "COM-AID ANALY/POWER ELEC SYS" ,
 "AIRCRAFT HYDRO-MECHANICAL AND FUEL SYSTEMS" ,
 "ADVANCED GAME DEVELOPMENT" ,
 "TURBOMACHINERY + PROPULSION" ,
 "STANDARDS,REGS+CERTIFICATION" ,
 "PAVEMENT DESIGN" ,
 "SUSTAINABLE INFRASTRUCTURE" ,
 "DECISION MODELS/SERV. SEC" ,
 "ERROR DETECTING+CORRECT CODE" ,
 "HUMAN FACTORS ENGG." ,
 "LEGAL ISSUES IN CONSTRUCTION" ,
 "RELIABILITY AND MAINTENANCE FOR DESIGN MANUFACTURING" ,
 "OPT.DEV.  H S COMMUNICATIONS" ,
 "MICROFLUIDIC DEVICES FOR SYNTHETIC BIOLOGY" ,
 "STRESS ANALYSIS/MECH DESIGN" ,
 "BUILDING ILLUMINATION" ,
 "TEST.EVAL./COMP.MATS.+STRUC." ,
 "MIXED-SIGNAL VLSI FOR COMMUNICATION SYSTEMS" ,
 "Topics in Electrical Engineering I" ,
 "Asset Management for Sustainable Civil Infrastructure" ,
 "INDUSTRIAL AUTOMATION" ,
 "DISCRETE OPTIMIZATION" ,
 "ENVIRON. IMPACT ASSESSMENT" ,
 "ADV. CONCEPTS/QUALITY IMPR." ,
 "OCCUPATIONAL SAFETY ENG." ,
 "Advanced Biochemical Engineering" ,
 "Applied Genetic and Evolutionary Systems" ,
 "COMPILER DESIGN" ,
 "BROADCAST SIGNAL TRANSMISSION" ,
 "NEURAL NETWORKS" ,
 "PROJECT COST ESTIMATING" ,
 "ADV SEPAR PROCESSES" ,
 "GAS DYNAMICS" ,
 "HYGROTHERM.PERF/BLDG. ENV." ,
 "SOFT. COMP.& MAINTENANCE" ,
 "MODEL./BLDG.+ENVIROM L ENGG." ,
 "SCHEDULING THEORY" ,
 "SIMUL.+ DESIGN/CONST. OPER." ,
 "SOFTWARE MINING AND ANALYSIS" ,
 "SOLAR BUILDING MODELLING AND DESIGN" ,
 "KINETIC THEORY OF GASES" ,
 "BIO. COMPUTING & SYN BIOLOGY" ,
 "POWER ELECTRONICS I" ,
 "QUALITY ASS. FOR SYSTEM ENG." ,
 "CLOUD NETWORK/SERVICE PROVIS" ,
 "Software Measurement" ,
 "Thermal Building Simulation" ,
 "SOFTWARE ENGINEERING" ,
 "SPACE FL. MECH. & PROPULSION" ,
 "VLSI CIRCUIT DESIGN" ,
 "COMPUTER NETWORKS + PROTOCOL" ,
 "AERODYNAMICS" ,
 "DURA. OF CONCRETE MATERIALS" ,
 "QUALITY BASED SYSTEM ENG." ,
 "MULTIMEDIA COMPUTING" ,
 "DB SECURITY AND PRIVACY" ,
 "CREATIVITY, INNO. + C. T." ,
 "COMP. ORGANIZ N+ASSEMB.LANG." ,
 "SCIENTIFIC COMPUTATION" ,
 "FIBEROPTIC COMM.SYS.& NETWKS" ,
 "PARALLEL PROGRAMMING" ,
 "TECH./ELECTROMAGNETIC COMPAT" ,
 "ADVANCED REINFORCED CONCRETE" ,
 "INTRO TO TRIBOLOGY" ,
 "INFORMATION SYSTEMS ENGR RISK ANALYSIS FOR INSE" ,
 "DISCRETE SYSTEM SIMULATION" ,
 "INDOOR AIR QUAL.+ VENT." ,
 "MATERIALS SCIENCE AND ENGINEERING" ,
 "TOTAL QUALITY METH. IN ENG." ,
 "AVIONIC NAVIG. SYSTEMS" ,
 "ADV TRANSPORT PHENOMENA" ,
 "THEORY OF OPERATION RESEARCH" ,
 "COMPUTER ARCHITECTURE" ,
 "ENVIRONMENTAL ENGINEERING" ,
 "TWO-DIMEN'AL SIG & IMAGE PRO" ,
 "REAL TIME COMP CONTROL SYS" ,
 "HYBRID ELECTRIC VEHICLE POWER SYSTEM DESIGN AND CONTROL" ,
 "SYST. ENG. MAINTENANCE MGMT" ,
 "COMBINATORIAL ALGORITHMS" ,
 "Continuum Mechanics" ,
 "FOUNDATIONS OF CRYPTOGRAPHY" ,
 "DESIGN/INDUSTRL STRUCTURES" ,
 "VEHICULAR INTER.COMB.ENGINES" ,
 "AEROELASTICITY" ,
 "MODEL. + ANAL. OF TELE. NET." ,
 "Chemical Engineering Research Protocols and Safety" ,
 "Fundamentals and Applications of Cyber-Physical Systems" ,
 "SYSTEM PHYSICAL SECURITY" ,
 "Facilities Planning and Warehouse Operations" ,
 "NONLINEAR SYSTEMS" ,
 "ADV D SOFTWARE ARCHITECTURES" ,
 "IMMERSIVE TECHNOLOGIES" ,
 "SUSTAINABLE MANAGEMENT OF INDUSTRIAL WASTE" ,
 "PARALLEL ALGORITHMS+ARCHIT E" ,
 "UNIT OPERATIONS/ENVIRO.ENGR." ,
 "ADVANCED BATTERY MATERIALS AND TECHNOLOGIES" ,
 "SEC& PRIV IMPLICATIONS OF DM" ,
 "CRYPTO PROTOCOL & NETWK SECT" ,
 "ELEMENTS OF ENGINEERING MATH" ,
 "ADV. PROG. PRACTICES" ,
 "ANAL/DES OF LINEAR MULTI SYS" ,
 "BUILDING ACOUSTICS" ,
 "OPERATING SYSTEMS" ,
 "QUALITY METH. FOR SOFTWARE" ,
 "BIG DATA ANALYTICS" ,
 "RENEWABLE ENERGY SYSTEMS" ,
 "VLSI PROCESS TECHNOLOGY" ,
 "PLAN.+ DESIGN OF BRIDGES" ,
 "MANUFACTURING OF COMPOSITES" ,
 "FUNDAMENTALS OF FINITE ELEMENT ANALYSIS OF STRUCTURES" ,
 "EARTHQUAKE ENGINEERING" ,
 "CONSTRUCTION PROCESSES" ,
 "ADVANCED COMPUTER GRAPHICS" ,
 "CONSTRUCTION EQUIPMENT MGMT." ,
 "INTRODUCTION TO SIX SIGMA" ,
 "SOFTWARE QUALITY ASSURANCE" ,
 "EXECUTIVE COMMUNICATION" ,
 "MODERN ANALOG FILTER DESIGN" ,
 "Image Processing" ,
 "BUILDING ECONOMICS I" ,
 "PROJECT AND REPORT III" ,
 "MECHATRONICS" ,
 "Boundary Element Method in Applied Mechanics" ,
 "ADV.STAT. APPR. TO QUALITY" ,
 "JOIN G PROC+NONDESTRUC.TEST." ,
 "INFORMATION SYSTEMS SECURITY CYBERCRIME INVESTIGATION" ,
 "ROBOTIC MANIP. II: CONTROL" ,
 "FIRE+SMOKE CNTR L/BUILDINGS" ,
 "AEROSPACE CASE STUDY II" ,
 "ENERGY MGMT. IN BUILDINGS" ,
 "Digital Geometric Modelling" ,
 "PROD. SYST. AND INVENTORY" ,
 "OPERATING SYSTEMS SECURITY" ,
 "INFO. RETRIEVAL & WEB SEARCH" ,
 "AEROSPACE CASE STUDY 1" ,
 "SECURITY EVAL. METHODOLOGIES" ,
 "INTRO TO STRUCTURAL DYNAMICS" ,
 "ALGORITHM DESIGN TECHNIQUES" ,
 "VIBRATION/MACHINE+STRUCTURES" ,
 "TOPICS/INFORMAT N SYS ENGR" ,
 "PATTERN RECOGNITION" ,
 "MEDICAL IMAGE PROCESSING" ,
 "DISCRETE STR.+FORMAL LANG." ,
 "METAL MACH.+SURFACE TECH." ,
 "DESIGN OF WIRELESS RF SYST." ,
 "DIGITAL SYS.DESIGN+SYNTHESIS" ,
 "FLUID MECHANICS" ,
 "APPL. GAME THEOR/MECHAN. DES" ,
 "PROJECT ACQUISITION+CONTROL" ,
 "COMPUTER VISION" ,
 "Bioinformatics Databases and Systems" ,
 "ADVANCED COLLOID AND INTERFACE SCIENCE AND ENGINEERING" ,
 "MECHANICAL FORMING OF METALS" ,
 "ROBOTICS I: MECHANICS" ,
 "DISTRIBUTED SYSTEM DESIGN" ,
 "FOUNDATIONS/SEMANTIC WEB" ,
 "MICROPROC.+THEIR APPLICATION" ,
 "LEAN MANUFACTURING" ,
 "COMBUSTION" ,
 "The Finite Element Method in Structural Mechanics" ,
 "PRODUCT DESIGN & METHODOLOGY" ,
 "TRANS. SYSTEMS ANALYSIS" ,
